n	E	N	huitante	octante	quatre-vingts	cougner	biquer	courber	gatter	sécher	schwentzer	Un.traclet	Un.regio	Un.RER	Un.omnibus	Le.dur	Le maire	Le président	Le syndic	ruper	casser.la.croûte	manger.un.morceau	grailler	luncher	bouffer	Des.grolles	Des.godasses	Des.tricounis	Des.souliers	Des.godillots	Des.pompes	Tschüss	Adieu	Adjeu	Tout.de.bon	Tchô	Tchô.bonne	Ciao	pougner	frouiller	mascogner	copier	X.s.chinder	astiquer	poutzer	faire.les.à.fonds	faire.le.ménage	réduire	Une.torrée	Une.brisolée	Un.pique.nique	Une.canette	Une.chope	Une.cinq	Une.grande.bière	Une.pinte	Un.lycée	Un.collège	Un.gymnase	Une.braillée	Une.beuglée	Une.bramée	Une.bouellée	Piosser	Niaucher.Niauquer	Chouiner.Wouiner	Piomer	Chialer	Piauner	Grincher	Une.cramine	Une.fricasse	Un.cru	La.rebuse	Le.régent	Le.prof	Le.raitet	L.enseignant	Le.maître	Baboler	Barjaquer	Batoiller	Baidger	Causer	Elle.beutche	Elle.flambe	Elle.crame	Elle.chupie	Des.planelles	Des.catelles	Des.carrons	Je.ne.pouvais.plus.dire.papet	Je.me.suis.foutu.une.mine	J.étais.sur.Soleure	Je.me.suis.mis.sur.le.toit	Je.me.suis.ramassé.une.chiée.une.cuite	Je.me.suis.pris.une.tuée	Je.me.voyais.plus.les.mains	Papi.et.mami	Papa.et.maman	Père.et.mère	Le..vatr..et.la..mutr.	Le..pater..et.la.mère	Le.père.et.la.mère	Le.croûtion	Le.crotchon	Le.croûton	Le.trognon	Une.tétine	Une.lolette	Un.nouki	Une.raclée	Une.tapée	Une.chiée	Une.pétée	Une.peufnée	Une..é.péclée	Une.brontsée	Une.masse	Une.craquée	Un.matson	Une.bricole	Un.chouia	Une.tchette	Une.bedoume	Un.bobet	Un.boeuf	Un.niolu	Un.tocson	Un.topiot	Un.toyet	Un.dadet	J.arrive.incessamment.sous.peu	J.arrive.immédiatement	J.arrive.tout.soudain	J.arrive.dans.5	J.arrive	Gniaffer	Gifler	Baffer	Un.cheni	Un.commerce	Des.babioles	Un.petchi	Blètse	Biètse	Plètse	Tacon	De.la.réclame	Des.prospectus	De.la.publicité	De.la.pub	Des.tous.ménages	Foutimasser	Pétouiller	Faratzer	Glander	Baster	Bâcher	Capion	Sarcloir	Piochette	Piochard	Longeole	Boule.de.Bâle	Cervelas	Boutefas	Schublig	Wienerli	Un.dicastère	Un.département	Une.section	Un.ministère	Une.direction	Le.téléjournal	Le.TJ	Le.journal.télévisé	Le.JT	Les.nouvelles	Les.news	Les.infos
Crans-près-Céligny	7	505	135	7	0	0	0	0	4	0	6	0	0	7	0	0	0	0	0	7	2	3	5	5	0	1	4	6	0	3	0	4	1	0	1	0	2	3	4	6	1	0	2	0	3	6	1	5	0	0	0	7	0	6	0	2	4	0	0	7	5	2	0	2	0	1	5	0	7	0	0	3	3	1	0	0	7	0	2	1	0	1	4	0	5	0	2	7	0	0	7	0	0	7	1	4	3	1	2	0	6	1	0	0	1	0	4	2	2	1	7	0	0	2	6	5	0	0	0	1	0	0	3	7	0	2	6	0	2	0	3	2	6	2	0	0	6	2	0	6	6	7	1	0	4	4	0	0	3	2	3	1	4	3	3	0	0	6	2	4	0	4	2	0	0	0	7	0	0	1	0	4	1	1	0	3	1	0	1	2	1	3
Crassier	4	502	137	3	0	1	0	0	1	0	4	0	1	3	0	1	0	0	0	4	1	1	0	3	0	2	1	2	0	1	2	3	2	0	1	1	3	1	1	4	0	0	1	1	1	4	0	2	0	0	1	3	0	4	0	0	1	0	0	3	3	2	0	1	0	0	1	0	4	0	0	3	1	0	0	0	4	0	0	0	0	0	4	0	2	0	1	4	0	0	4	0	1	2	0	1	1	1	1	0	2	0	0	0	2	0	2	1	1	0	4	0	0	0	4	2	0	0	0	0	1	0	3	3	0	1	3	0	0	0	1	2	3	3	0	0	2	0	0	3	2	3	1	1	2	2	0	1	1	1	0	0	2	2	1	1	0	2	2	2	0	2	1	1	0	0	4	0	1	0	3	1	0	0	0	1	1	0	0	1	0	1
Cremin	1	554	175	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0
Crémines	3	600	237	0	0	3	0	0	0	0	2	2	0	1	0	2	0	2	1	0	0	2	2	0	0	1	0	3	0	2	0	2	2	1	0	0	1	0	3	0	0	0	1	3	1	3	0	2	0	0	0	3	0	3	0	1	1	0	1	2	3	0	0	1	0	0	2	0	2	0	0	0	3	1	0	1	3	0	1	1	0	2	1	0	1	2	1	3	0	3	1	0	0	1	1	0	2	0	0	1	1	1	0	0	1	0	0	3	1	1	1	3	0	1	2	3	0	0	0	0	2	0	1	2	0	0	2	0	0	0	0	1	1	1	1	0	0	3	1	2	2	2	0	0	2	0	0	1	2	1	0	1	3	1	0	2	1	2	1	2	0	2	1	0	0	0	3	0	0	3	2	1	0	0	0	2	0	0	0	3	0	2
Cressier (FR)	2	577	194	1	0	1	0	0	1	0	2	1	0	2	0	0	0	0	0	2	0	1	1	0	0	2	1	2	0	1	0	2	2	0	0	0	1	1	1	2	0	0	1	0	0	2	0	1	0	0	0	2	1	2	0	1	0	0	2	0	2	1	0	2	0	1	0	0	2	0	0	2	0	0	0	1	2	0	0	0	0	1	1	0	2	0	1	2	0	0	2	0	0	1	0	1	2	2	2	1	0	0	0	0	1	0	2	0	0	0	2	0	0	1	2	2	0	0	0	1	1	0	1	2	0	1	2	0	1	1	0	1	1	0	0	0	2	1	0	2	2	2	0	0	0	1	0	0	2	0	1	1	2	1	0	2	0	2	1	1	0	1	1	0	0	0	2	1	0	2	2	0	0	0	0	2	0	0	0	1	1	1
Cressier (NE)	6	569	211	1	0	5	0	0	1	0	6	0	0	5	1	1	0	0	3	2	1	4	6	2	0	1	4	6	0	5	2	4	1	3	1	1	4	1	3	4	0	0	5	1	1	5	1	5	0	5	0	4	0	5	0	5	2	5	0	2	5	2	0	3	0	0	3	0	6	1	0	2	6	1	0	0	6	0	3	2	0	1	1	0	5	0	3	6	0	1	6	0	0	5	2	0	3	0	3	0	5	1	0	0	2	0	2	3	2	1	6	2	2	2	5	6	1	1	0	1	4	0	1	5	0	0	6	3	2	0	0	1	2	2	1	0	5	4	0	6	6	6	1	1	1	3	0	0	6	3	5	4	5	3	0	4	0	5	0	6	1	3	2	1	0	1	6	0	0	5	1	1	1	0	3	4	1	0	2	3	0	2
Crésuz	2	577	163	2	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	2	2	1	1	0	0	1	0	2	0	1	0	1	1	1	0	1	1	1	2	2	0	0	2	0	1	2	1	2	0	0	0	2	2	1	0	0	0	0	2	0	1	0	0	1	0	2	0	0	2	0	0	2	1	0	0	1	1	0	1	1	0	0	1	0	2	0	1	2	1	0	2	0	1	1	0	2	2	0	2	1	2	0	0	0	0	0	1	1	0	0	2	0	1	0	2	2	0	0	0	0	2	0	0	2	2	0	2	0	1	0	0	1	1	0	1	0	1	2	0	2	2	2	0	0	1	2	0	0	1	1	1	1	1	1	0	0	0	2	1	1	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	2	1	0	0	2	0	0
Crissier	31	534	156	28	1	2	0	1	27	1	17	0	2	27	5	3	0	0	0	31	18	13	16	18	4	18	13	27	0	9	7	20	9	7	4	4	20	14	16	26	1	0	15	4	9	26	6	17	2	2	5	27	0	29	0	7	9	0	0	31	25	14	3	17	0	7	13	0	31	2	2	25	10	10	0	1	28	1	11	14	0	11	22	0	19	1	15	29	0	5	30	0	2	23	2	12	17	9	17	2	23	5	0	0	8	0	26	3	8	10	31	1	4	12	30	29	0	8	0	6	15	0	17	28	1	19	28	2	13	1	17	15	17	14	2	13	25	9	4	23	25	27	13	6	20	10	2	2	21	15	13	7	23	5	13	8	1	26	9	25	2	18	11	1	0	0	29	2	14	5	4	15	7	2	9	18	10	5	11	13	4	13
Cronay	5	543	179	4	0	1	0	1	3	0	4	0	1	4	0	1	0	0	0	5	4	0	2	4	0	3	2	4	0	0	2	1	0	0	3	1	3	2	1	3	1	0	1	1	1	5	1	1	0	0	0	5	0	5	0	0	0	0	1	5	3	1	0	3	0	1	1	1	4	1	0	5	2	0	0	2	4	0	0	1	0	2	3	0	2	0	0	5	0	2	3	0	2	3	1	1	4	0	3	0	2	0	0	0	1	0	5	0	0	1	4	0	1	1	4	4	0	2	0	0	1	0	3	4	0	2	4	0	1	0	3	4	3	1	0	2	3	1	4	2	0	3	1	1	1	3	1	0	2	2	0	0	3	1	2	3	0	2	1	5	1	1	3	0	0	0	4	0	1	1	2	2	1	0	0	3	2	0	0	2	0	0
Croy	7	526	172	7	0	0	0	0	5	0	4	0	1	6	0	1	0	0	0	7	5	4	5	1	0	1	0	6	1	1	2	2	0	5	0	3	2	4	1	2	4	0	3	1	2	6	3	3	1	1	1	7	0	6	0	0	3	0	0	7	6	3	0	5	0	2	4	0	6	1	1	5	3	3	0	1	6	0	2	2	1	0	6	0	5	0	3	6	0	0	7	0	3	4	2	2	6	0	4	1	6	0	0	0	0	0	7	0	1	0	7	0	1	2	6	6	0	2	0	1	4	0	4	7	0	6	6	0	2	0	5	3	4	0	0	5	2	3	0	4	5	6	3	0	4	1	1	0	5	5	1	1	3	3	5	3	0	6	3	5	1	4	1	1	0	0	7	0	0	1	3	0	1	0	3	4	0	0	1	5	0	0
Cuarnens	1	523	164	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Cudrefin	13	568	201	13	0	0	1	0	8	0	8	2	1	11	1	4	0	0	0	13	10	4	6	4	0	8	5	13	0	7	4	6	8	5	2	1	5	5	6	10	1	0	4	4	2	13	7	7	3	5	1	9	2	10	0	5	0	1	3	11	7	5	1	11	0	5	6	2	12	0	3	12	4	5	0	6	10	0	5	8	0	7	10	1	10	0	8	12	0	5	12	0	2	4	2	1	9	5	8	2	10	0	0	0	5	0	8	1	7	3	12	4	1	7	11	10	1	3	0	3	7	0	5	13	0	8	12	0	5	0	7	4	4	5	0	5	9	5	0	10	9	12	9	2	4	3	0	0	12	8	4	2	8	6	3	8	0	8	4	9	1	6	7	1	0	1	11	3	6	6	8	1	2	0	2	6	6	1	1	6	0	4
Cugy (FR)	14	558	185	14	0	0	0	0	4	0	14	1	0	13	5	0	0	0	1	13	10	4	9	3	0	9	2	12	0	8	4	8	2	5	5	0	7	5	10	14	0	0	7	0	3	14	4	10	0	0	1	12	5	13	1	0	0	0	10	6	14	4	0	5	0	9	5	0	14	0	0	14	4	2	0	3	12	0	5	8	0	5	13	0	7	0	9	13	0	5	12	0	1	10	0	4	9	4	10	2	10	0	0	0	5	0	6	2	7	3	13	0	1	3	12	12	0	2	0	1	7	0	10	9	4	7	12	0	6	1	9	11	5	2	0	4	12	8	2	13	11	12	3	5	5	6	1	1	11	8	5	3	11	6	6	5	0	12	6	10	0	11	4	1	0	0	12	1	7	7	8	2	3	1	0	9	2	2	0	5	1	3
Cugy (VD)	6	539	160	6	0	0	0	0	4	0	3	1	1	6	0	0	0	0	0	6	5	1	2	4	1	3	2	5	0	2	2	3	2	1	2	2	2	2	1	6	1	0	1	0	1	6	2	2	0	1	0	5	0	5	0	2	0	0	0	6	4	0	0	4	0	2	4	0	6	2	0	6	1	0	0	0	5	0	1	3	0	2	6	0	1	0	2	6	0	0	6	0	0	4	0	3	4	1	5	1	4	0	0	0	1	0	5	2	0	0	6	0	0	1	6	3	0	1	0	1	2	0	2	5	0	4	6	0	2	0	4	3	3	2	0	2	6	0	1	4	3	6	1	0	2	2	1	0	2	3	1	2	3	2	3	1	0	3	1	5	0	3	2	0	0	0	2	1	1	2	1	1	1	0	1	2	3	0	1	2	0	2
Curtilles	5	555	173	5	0	0	0	0	4	0	3	0	0	4	0	1	0	0	0	5	1	2	0	1	0	1	1	5	0	2	0	2	0	0	1	0	4	1	2	4	1	0	4	0	1	5	1	2	0	0	0	5	1	5	1	0	1	1	2	4	4	2	0	2	0	2	2	0	4	1	0	4	1	0	0	0	4	0	1	2	0	2	3	0	3	0	2	5	1	0	5	0	1	2	1	0	3	1	2	1	4	0	0	0	1	0	5	1	1	0	4	0	1	2	5	5	0	0	0	0	1	0	2	5	0	3	4	0	3	0	3	3	2	1	1	0	3	1	0	5	4	5	0	0	2	1	1	0	3	3	2	2	4	1	1	2	0	3	1	3	0	4	2	0	0	0	5	1	1	3	0	2	2	0	0	2	2	0	1	2	1	3
Daillens	13	532	164	12	0	1	0	0	10	0	9	0	4	10	1	1	0	0	0	13	8	4	8	5	0	7	4	12	0	6	3	6	5	6	0	3	10	9	3	9	1	0	9	1	6	13	3	8	2	2	3	11	0	12	0	4	2	1	0	13	9	6	0	11	0	3	9	0	13	0	1	11	4	2	0	1	13	0	5	3	0	2	10	0	11	0	9	13	0	1	13	0	1	10	0	5	12	5	11	1	11	0	0	0	3	0	12	2	2	5	13	0	2	5	12	12	0	4	0	3	6	0	10	10	0	6	13	0	5	0	8	6	10	5	1	3	13	6	2	13	9	11	6	4	8	3	3	0	10	7	8	5	11	8	8	3	0	10	6	12	0	6	7	2	0	0	13	1	5	3	4	2	0	0	8	9	3	0	1	10	0	4
Damphreux	3	575	259	0	0	3	0	2	0	0	3	0	0	3	0	1	0	3	0	0	0	3	2	2	0	1	1	3	0	3	0	3	2	2	0	2	3	0	2	0	0	0	2	3	1	3	0	3	1	0	0	3	0	1	2	1	1	3	1	0	1	1	0	2	0	0	2	0	3	0	0	0	2	1	0	0	1	2	2	1	0	3	0	1	3	3	3	3	0	3	0	0	0	2	2	0	3	0	3	0	3	1	0	0	1	0	0	3	0	1	3	1	0	2	2	2	2	0	0	0	1	0	1	3	0	0	3	1	1	0	0	0	2	2	0	0	0	3	2	2	3	3	2	2	0	0	0	3	2	2	2	1	3	3	0	1	0	3	0	2	0	2	1	0	0	0	3	0	0	2	3	0	0	0	0	1	0	1	2	3	0	2
Dardagny	9	489	117	2	0	7	0	0	1	8	4	0	0	4	8	0	0	9	0	0	5	3	8	6	0	5	6	6	0	5	1	6	4	5	0	2	8	4	6	3	0	6	5	0	3	8	2	9	0	0	1	9	7	5	0	5	1	0	9	0	8	5	0	2	0	0	7	0	8	1	1	5	7	2	0	0	7	0	3	4	1	7	3	0	7	0	6	9	0	0	9	0	0	9	0	3	9	0	4	0	9	0	0	0	1	0	6	0	6	5	8	1	1	3	8	9	1	2	0	3	2	0	6	9	0	0	9	1	2	0	3	6	8	5	0	2	8	6	0	7	7	9	2	2	3	4	0	1	2	5	7	5	8	2	1	2	0	9	2	6	0	3	3	3	3	1	9	1	5	2	1	4	1	0	3	8	1	2	2	5	0	6
Delémont	163	592	246	5	0	157	0	98	21	0	110	28	4	131	6	36	5	155	3	5	3	76	111	25	1	100	50	149	1	83	19	86	46	39	10	25	84	18	117	15	1	0	50	161	38	157	14	110	4	13	0	159	10	93	65	61	25	154	2	12	123	58	3	110	0	4	76	0	161	3	13	26	122	43	1	9	134	64	57	59	0	108	12	25	119	141	53	128	0	135	72	0	8	102	43	18	131	51	77	25	114	19	0	0	44	3	23	105	58	17	103	119	2	106	143	117	86	2	0	11	74	0	28	161	0	15	156	17	59	0	5	25	84	58	12	15	56	101	107	101	120	144	55	19	53	16	0	106	99	92	41	38	126	51	1	49	0	147	24	143	3	64	90	10	0	19	140	0	15	101	45	75	32	11	12	102	62	15	33	91	9	61
Delley-Portalban	11	564	196	11	0	0	1	0	6	0	7	2	4	6	5	1	0	0	1	10	10	3	5	3	0	6	2	10	1	6	4	5	2	4	3	0	6	6	4	10	1	0	5	0	3	9	2	7	0	1	1	11	4	11	0	2	2	0	7	7	10	3	0	9	0	7	7	0	11	1	1	10	7	1	0	4	8	0	2	4	0	6	7	0	8	0	6	10	2	4	9	0	2	7	4	1	6	2	6	0	10	1	0	0	3	0	4	1	7	3	11	0	2	3	11	8	0	3	0	3	6	0	8	8	1	4	9	1	3	0	7	8	6	0	0	2	8	4	0	8	8	8	8	3	2	5	0	0	10	6	1	1	8	3	5	4	0	10	4	7	0	6	5	1	0	0	10	1	3	7	4	1	0	0	6	6	4	1	2	7	0	2
Démoret	3	548	178	3	0	0	0	0	2	0	2	0	1	2	0	1	0	0	0	3	3	1	2	0	0	2	2	3	0	1	1	1	1	2	2	2	1	2	1	2	2	0	0	2	0	3	2	1	0	0	1	3	0	3	0	1	1	0	0	3	3	1	1	2	0	1	2	0	3	1	1	3	1	2	0	1	2	0	1	1	0	3	3	0	2	1	2	3	0	2	2	0	1	2	1	2	2	2	2	0	2	0	0	0	1	0	3	0	0	1	3	0	0	1	3	3	0	0	0	2	3	0	2	2	0	3	3	0	3	1	3	3	3	0	1	3	2	1	0	2	2	3	2	1	2	0	0	2	2	3	2	1	1	0	3	2	0	2	2	1	0	2	1	0	0	0	2	1	0	1	2	0	1	0	1	3	1	0	1	1	0	1
Denens	2	525	152	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	1	2	2	0	1	1	1	1	0	0	0	1	0	1	2	0	0	0	1	0	2	1	1	0	0	0	2	0	2	0	1	1	0	0	2	2	1	0	2	0	1	2	0	1	0	1	2	2	0	0	1	1	0	0	0	0	1	2	0	1	0	1	2	0	0	2	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	2	0	0	0	2	1	0	1	2	2	0	1	0	0	1	0	1	2	0	1	1	0	2	0	1	2	1	2	0	1	0	0	0	1	2	2	1	0	1	2	0	0	1	1	1	0	2	0	2	0	0	1	2	1	0	1	0	0	0	0	2	1	0	1	2	0	0	0	1	1	1	0	0	0	0	1
Denges	11	531	153	11	0	0	0	0	8	0	6	0	1	9	0	1	1	0	0	11	5	5	6	2	0	5	1	9	1	4	1	4	2	4	2	1	7	5	7	10	2	0	5	2	2	10	2	6	1	1	2	10	0	10	0	1	3	0	0	11	7	3	0	6	0	1	5	0	11	2	2	9	4	2	0	3	10	0	2	4	0	4	7	0	8	0	4	11	0	4	10	0	1	9	1	1	7	3	4	0	9	1	0	0	2	0	8	3	4	2	11	1	0	3	9	10	0	1	0	2	5	0	8	11	0	4	10	0	5	0	6	3	5	4	0	5	3	4	0	7	10	9	6	1	3	4	3	3	3	4	3	1	10	3	2	4	0	9	3	9	0	6	5	0	0	1	9	3	1	1	3	4	4	1	1	6	1	0	1	8	2	3
Develier	19	589	245	1	0	18	0	8	1	0	16	2	0	17	3	1	0	18	0	1	3	6	13	5	0	12	1	18	0	12	1	9	6	6	4	2	11	5	12	2	0	0	4	18	4	18	0	10	0	1	0	19	2	13	7	7	1	18	1	1	15	3	0	11	0	1	13	0	19	0	2	3	12	5	0	0	16	6	6	6	0	12	2	1	15	14	7	17	0	16	6	0	1	14	4	3	16	4	10	1	17	1	0	0	3	0	1	13	8	1	13	12	1	8	16	13	9	1	0	1	8	0	3	18	0	0	19	1	5	1	0	0	5	6	3	0	10	7	10	10	13	16	2	3	5	0	1	12	13	8	6	2	18	8	0	7	0	17	1	18	1	5	14	0	0	0	19	0	0	13	3	7	6	0	1	7	5	1	7	7	3	7
Domdidier	37	568	190	36	0	1	0	0	15	0	31	6	1	32	2	4	0	0	0	36	27	10	21	9	1	19	10	32	0	22	5	19	16	12	14	8	28	21	17	35	0	0	13	2	9	37	12	21	2	1	1	37	23	22	1	4	2	1	22	20	35	6	0	16	0	27	12	1	36	8	4	33	10	2	0	2	33	0	11	11	0	15	32	0	21	0	16	35	5	10	32	0	6	25	7	7	20	9	28	5	31	1	0	0	6	3	12	7	22	3	37	5	1	4	32	29	1	6	0	6	22	0	13	35	6	17	32	0	12	0	14	34	13	7	1	7	26	12	2	29	26	33	13	7	12	15	2	0	27	20	4	9	30	11	4	16	0	32	20	20	0	19	13	1	0	0	35	1	9	20	18	8	7	0	8	30	8	1	5	18	3	10
Dompierre (FR)	7	566	189	7	0	0	0	0	3	0	7	2	1	6	2	0	0	0	0	7	6	2	6	2	0	4	0	7	0	6	1	4	3	4	3	0	3	3	5	7	0	0	2	0	2	7	3	6	2	0	0	7	3	7	0	0	2	0	2	7	6	2	0	5	0	6	4	0	7	3	1	6	3	0	0	2	7	0	3	4	0	1	7	0	5	0	6	7	1	1	7	0	0	5	0	2	7	1	4	1	6	1	0	0	2	1	3	0	3	1	7	0	0	1	7	4	0	1	0	1	5	0	3	6	1	2	7	0	3	0	4	5	3	1	0	3	3	3	0	6	5	6	5	4	2	3	0	0	4	6	3	3	4	2	3	2	0	6	3	5	0	2	4	0	0	0	7	0	4	2	1	1	2	0	2	4	0	0	1	5	0	3
Dompierre (VD)	1	557	173	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
Donneloye	7	545	177	7	0	0	0	1	6	0	5	0	2	5	0	0	0	0	0	7	5	0	3	0	0	2	1	7	0	2	1	4	2	2	2	2	3	4	0	5	3	0	1	1	3	7	2	2	0	1	2	6	2	6	0	1	0	0	1	6	6	1	0	5	0	2	3	0	7	1	0	7	0	2	0	1	5	0	0	1	0	3	7	0	3	0	2	7	0	0	6	1	1	4	0	2	5	1	4	0	6	1	0	0	2	0	7	0	0	1	6	0	0	2	6	6	0	3	0	1	3	0	5	7	0	3	6	0	3	0	6	3	3	0	0	4	3	1	1	5	4	5	4	1	2	3	0	0	4	4	0	1	6	1	4	4	0	5	4	5	0	4	2	1	0	0	6	1	1	2	3	2	1	0	1	7	0	0	0	2	0	0
Dorénaz	6	569	111	6	0	0	0	0	5	0	6	0	0	6	0	1	0	0	6	0	2	4	5	3	0	2	0	5	1	3	1	4	2	1	4	3	4	4	3	6	0	0	0	0	1	6	2	3	0	0	0	6	0	6	0	0	0	0	6	1	6	4	0	2	0	0	5	0	6	0	0	5	5	0	0	1	6	0	0	0	0	6	4	1	3	0	5	6	0	0	6	0	0	5	0	5	4	5	3	2	3	0	0	0	2	0	5	1	0	2	6	0	1	1	6	6	0	0	0	0	3	0	4	5	0	2	6	0	2	1	2	0	4	4	0	4	4	3	0	5	5	5	3	2	4	2	0	0	6	4	2	1	6	2	0	2	0	5	4	2	6	0	0	0	0	0	6	0	3	0	1	2	3	0	0	5	2	0	0	2	0	3
Düdingen	2	581	188	2	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	2	1	1	2	0	0	0	0	2	0	1	1	1	2	1	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0	2	0	2	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	2	0	0	1	0	1	1	0	1	0	2	1	1	0	2	0	0	1	0	1	2	1	1	2	1	0	0	0	1	0	1	0	2	0	1	2	1	1	1	0	0	1	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	2	2	1	0	0	2	0	0	1	0	0	1	2	1	0	1	0	2	0	2	0	0	2	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1
Duillier	2	507	140	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	2	1	1	1	0	0	2	0	1	2	1	1	0	0	0	2	1	2	0	0	0	0	0	2	2	2	0	1	0	1	0	0	2	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	2	0	1	2	0	0	2	0	0	2	0	0	2	0	1	0	2	1	0	0	0	0	2	0	1	0	2	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	1	1	0	0	0	2	2	0	2	2	2	1	0	0	2	0	0	0	0	1	0	2	1	0	1	0	2	2	0	1	1	0	0	0	0	2	0	1	0	2	0	0	0	0	2	1	0	0	0	0	0
Dully	2	512	143	1	0	1	0	0	1	0	2	0	0	2	0	1	0	0	0	2	1	1	2	2	0	2	2	2	0	1	1	2	1	0	2	0	2	2	1	2	0	0	1	0	1	1	1	1	0	0	0	2	1	2	0	0	0	0	0	2	2	1	0	2	0	0	2	0	2	0	0	2	1	0	0	0	2	0	1	1	0	0	2	0	2	0	1	2	0	0	2	0	0	2	1	2	1	1	2	0	1	0	0	0	1	0	2	0	0	1	2	0	0	0	2	2	0	1	0	0	0	0	1	2	0	1	2	0	2	0	0	1	1	2	0	1	2	0	0	2	2	2	1	0	1	0	0	0	1	1	1	1	2	1	0	0	0	2	1	1	0	1	0	0	0	0	2	1	2	1	1	1	0	0	0	2	2	0	0	0	0	1
Echallens	44	538	166	44	0	0	1	0	38	0	26	2	11	35	0	5	0	0	1	43	32	13	23	24	1	31	24	38	0	15	11	33	11	20	19	8	34	28	16	36	4	0	21	4	19	41	19	25	0	4	6	43	0	42	0	11	13	0	3	42	31	24	1	31	0	9	26	1	43	4	2	38	16	9	0	3	41	0	16	17	0	11	35	0	37	0	23	43	0	2	44	1	3	35	2	18	30	9	28	0	40	3	0	0	14	0	43	4	7	9	44	4	1	11	43	39	1	9	0	8	23	0	20	40	0	30	41	4	10	0	34	26	25	12	0	17	36	16	3	32	34	41	15	9	15	15	5	4	29	23	16	10	38	11	12	21	1	37	10	38	0	17	25	5	0	2	40	10	19	9	13	16	9	0	6	30	13	9	11	20	4	16
Echandens	21	531	154	21	0	0	0	1	17	0	16	1	3	16	3	3	0	0	0	21	12	9	12	11	1	12	9	17	0	9	6	14	9	9	3	5	15	11	10	18	3	0	12	4	6	20	9	14	0	0	2	21	3	18	1	7	3	0	2	20	17	9	0	10	0	2	14	0	20	1	7	15	2	8	1	2	21	0	6	2	0	6	14	0	19	1	13	21	0	2	20	0	1	18	3	4	14	7	9	0	19	0	0	0	8	2	20	2	2	6	21	2	4	9	20	19	0	6	0	4	6	0	12	20	1	12	20	0	8	0	11	12	13	9	1	7	16	6	1	18	16	21	5	5	10	9	3	3	8	10	8	6	19	6	4	7	0	18	7	17	1	9	10	0	0	2	19	1	9	7	5	6	5	0	3	17	5	1	7	8	2	11
